BBA: <1,10>; 
ILM: <10,7>; 
ILP: <10,10>; 
ILO: <10,9>; 
ILR: <10,2>; 
ILQ: <10,1>; 
ILT: <10,4>; 
ILS: <10,3>; 
ILV: <10,6>; 
ILU: <10,5>; 
ILX: <10,8>; 
ILW: <10,7>; 
ILY: <10,9>; 
IMA: <10,10>; 
IMC: <10,2>; 
IMB: <10,1>; 
IME: <10,4>; 
IMD: <10,3>; 
IMG: <10,6>; 
IMF: <10,5>; 
IMI: <10,8>; 
IMH: <10,7>; 
IMK: <10,10>; 
IMJ: <10,9>; 
IMM: <10,2>; 
IML: <10,1>; 
IMO: <10,4>; 
IMN: <10,3>; 
IMQ: <10,6>; 
IMP: <10,5>; 
IMS: <10,8>; 
IMR: <10,7>; 
IMU: <10,10>; 
IMT: <10,9>; 
IMW: <10,2>; 
IMV: <10,1>; 
IMY: <10,4>; 
IMX: <10,3>; 
INB: <10,6>; 
INA: <10,5>; 
IND: <10,8>; 
INC: <10,7>; 
INF: <10,10>; 
INE: <10,9>; 
INH: <10,2>; 
ING: <10,1>; 
INJ: <10,4>; 
INI: <10,3>; 
INL: <10,6>; 
INK: <10,5>; 
INN: <10,8>; 
INM: <10,7>; 
INP: <10,10>; 
INO: <10,9>; 
INR: <10,2>; 
INQ: <10,1>; 
INT: <10,4>; 
INS: <10,3>; 
INV: <10,6>; 
INU: <10,5>; 
INX: <10,8>; 
INW: <10,7>; 
INY: <10,9>; 
IOA: <10,10>; 
IOC: <10,2>; 
IOB: <10,1>; 
IOE: <10,4>; 
IOD: <10,3>; 
IOG: <10,6>; 
IOF: <10,5>; 
IOI: <10,8>; 
IOH: <10,7>; 
IOK: <10,10>; 
IOJ: <10,9>; 
IOM: <10,2>; 
IOL: <10,1>; 
IOO: <10,4>; 
ION: <10,3>; 
IOQ: <10,6>; 
IOP: <10,5>; 
IOS: <10,8>; 
IOR: <10,7>; 
IOU: <10,10>; 
IOT: <10,9>; 
IOW: <10,2>; 
IOV: <10,1>; 
IOY: <10,4>; 
IOX: <10,3>; 
IPB: <10,6>; 
IPA: <10,5>; 
IPD: <10,8>; 
IPC: <10,7>; 
IPF: <10,10>; 
IPE: <10,9>; 
IPH: <10,2>; 
IPG: <10,1>; 
IPJ: <10,4>; 
IPI: <10,3>; 
IPL: <10,6>; 
IPK: <10,5>; 
IPN: <10,8>; 
IPM: <10,7>; 
IPP: <10,10>; 
IPO: <10,9>; 
IPR: <10,2>; 
IPQ: <10,1>; 
IPT: <10,4>; 
IPS: <10,3>; 
IPV: <10,6>; 
IPU: <10,5>; 
IPX: <10,8>; 
IPW: <10,7>; 
IPY: <10,9>; 
IQA: <10,10>; 
IQC: <10,2>; 
IQB: <10,1>; 
IQE: <10,4>; 
IQD: <10,3>; 
IQG: <10,6>; 
IQF: <10,5>; 
IQI: <10,8>; 
IQH: <10,7>; 
IQK: <10,10>; 
IQJ: <10,9>; 
IQM: <10,2>; 
IQL: <10,1>; 
IQO: <10,4>; 
IQN: <10,3>; 
IQQ: <10,6>; 
IQP: <10,5>; 
IQS: <10,8>; 
IQR: <10,7>; 
IQU: <10,10>; 
IQT: <10,9>; 
IQW: <10,2>; 
IQV: <10,1>; 
IQY: <10,4>; 
IQX: <10,3>; 
IRB: <10,6>; 
IRA: <10,5>; 
IRD: <10,8>; 
IRC: <10,7>; 
IRF: <10,10>; 
IRE: <10,9>; 
IRH: <10,2>; 
IRG: <10,1>; 
IRJ: <10,4>; 
IRI: <10,3>; 
IRL: <10,6>; 
IRK: <10,5>; 
IRN: <10,8>; 
IRM: <10,7>; 
IRP: <10,10>; 
IRO: <10,9>; 
IRR: <10,2>; 
IRQ: <10,1>; 
IRT: <10,4>; 
IRS: <10,3>; 
IRV: <10,6>; 
IRU: <10,5>; 
IRX: <10,8>; 
IRW: <10,7>; 
IRY: <10,9>; 
ISA: <10,10>; 
ISC: <10,2>; 
ISB: <10,1>; 
ISE: <10,4>; 
ISD: <10,3>; 
ISG: <10,6>; 
ISF: <10,5>; 
ISI: <10,8>; 
ISH: <10,7>; 
ISK: <10,10>; 
ISJ: <10,9>; 
ISM: <10,2>; 
ISL: <10,1>; 
ISO: <10,4>; 
ISN: <10,3>; 
ISQ: <10,6>; 
ISP: <10,5>; 
ISS: <10,8>; 
ISR: <10,7>; 
ISU: <10,10>; 
IST: <10,9>; 
ISW: <10,2>; 
ISV: <10,1>; 
ISY: <10,4>; 
ISX: <10,3>; 
ITB: <10,6>; 
ITA: <10,5>; 
ITD: <10,8>; 
ITC: <10,7>; 
ITF: <10,10>; 
ITE: <10,9>; 
ITH: <10,2>; 
ITG: <10,1>; 
ITJ: <10,4>; 
ITI: <10,3>; 
ITL: <10,6>; 
ITK: <10,5>; 
ITN: <10,8>; 
ITM: <10,7>; 
ITP: <10,10>; 
ITO: <10,9>; 
ITR: <10,2>; 
ITQ: <10,1>; 
ITT: <10,4>; 
ITS: <10,3>; 
ITV: <10,6>; 
ITU: <10,5>; 
ITX: <10,8>; 
ITW: <10,7>; 
ITY: <10,9>; 
IUA: <10,10>; 
IUC: <11,2>; 
IUB: <11,1>; 
IUE: <11,4>; 
IUD: <11,3>; 
IUG: <11,6>; 
IUF: <11,5>; 
IUI: <11,8>; 
IUH: <11,7>; 
IUK: <11,10>; 
IUJ: <11,9>; 
IUM: <11,2>; 
IUL: <11,1>; 
IUO: <11,4>; 
IUN: <11,3>; 
IUQ: <11,6>; 
IUP: <11,5>; 
IUS: <11,8>; 
IUR: <11,7>; 
IUU: <11,10>; 
IUT: <11,9>; 
IUW: <11,2>; 
IUV: <11,1>; 
IUY: <11,4>; 
IUX: <11,3>; 
IVB: <11,6>; 
IVA: <11,5>; 
IVD: <11,8>; 
IVC: <11,7>; 
IVF: <11,10>; 
IVE: <11,9>; 
IVH: <11,2>; 
IVG: <11,1>; 
IVJ: <11,4>; 
IVI: <11,3>; 
IVL: <11,6>; 
IVK: <11,5>; 
IVN: <11,8>; 
IVM: <11,7>; 
IVP: <11,10>; 
IVO: <11,9>; 
IVR: <11,2>; 
IVQ: <11,1>; 
IVT: <11,4>; 
IVS: <11,3>; 
IVV: <11,6>; 
IVU: <11,5>; 
IVX: <11,8>; 
IVW: <11,7>; 
IVY: <11,9>; 
IWA: <11,10>; 
IWC: <11,2>; 
IWB: <11,1>; 
IWE: <11,4>; 
IWD: <11,3>; 
IWG: <11,6>; 
IWF: <11,5>; 
IWI: <11,8>; 
IWH: <11,7>; 
IWK: <11,10>; 
IWJ: <11,9>; 
IWM: <11,2>; 
IWL: <11,1>; 
IWO: <11,4>; 
IWN: <11,3>; 
IWQ: <11,6>; 
IWP: <11,5>; 
IWS: <11,8>; 
IWR: <11,7>; 
IWU: <11,10>; 
IWT: <11,9>; 
IWW: <11,2>; 
IWV: <11,1>; 
IWY: <11,4>; 
IWX: <11,3>; 
IXB: <11,6>; 
IXA: <11,5>; 
IXD: <11,8>; 
IXC: <11,7>; 
IXF: <11,10>; 
IXE: <11,9>; 
IXH: <11,2>; 
IXG: <11,1>; 
IXJ: <11,4>; 
IXI: <11,3>; 
IXL: <11,6>; 
IXK: <11,5>; 
IXN: <11,8>; 
IXM: <11,7>; 
IXP: <11,10>; 
IXO: <11,9>; 
IXR: <11,2>; 
IXQ: <11,1>; 
IXT: <11,4>; 
IXS: <11,3>; 
IXV: <11,6>; 
IXU: <11,5>; 
IXX: <11,8>; 
IXW: <11,7>; 
IXY: <11,9>; 
IYA: <11,10>; 
IYC: <11,2>; 
IYB: <11,1>; 
IYE: <11,4>; 
IYD: <11,3>; 
IYG: <11,6>; 
IYF: <11,5>; 
IYI: <11,8>; 
IYH: <11,7>; 
IYK: <11,10>; 
IYJ: <11,9>; 
IYM: <11,2>; 
IYL: <11,1>; 
IYO: <11,4>; 
IYN: <11,3>; 
IYQ: <11,6>; 
IYP: <11,5>; 
IYS: <11,8>; 
IYR: <11,7>; 
IYU: <11,10>; 
IYT: <11,9>; 
IYW: <11,2>; 
IYV: <11,1>; 
IYY: <11,4>; 
IYX: <11,3>; 
JAB: <11,6>; 
JAA: <11,5>; 
JAD: <11,8>; 
JAC: <11,7>; 
JAF: <11,10>; 
JAE: <11,9>; 
JAH: <11,2>; 
JAG: <11,1>; 
JAJ: <11,4>; 
JAI: <11,3>; 
JAL: <11,6>; 
JAK: <11,5>; 
JAN: <11,8>; 
JAM: <11,7>; 
JAP: <11,10>; 
JAO: <11,9>; 
JAR: <11,2>; 
JAQ: <11,1>; 
JAT: <11,4>; 
JAS: <11,3>; 
JAV: <11,6>; 
JAU: <11,5>; 
JAX: <11,8>; 
JAW: <11,7>; 
JAY: <11,9>; 
JBA: <11,10>; 
JBC: <11,2>; 
JBB: <11,1>; 
JBE: <11,4>; 
JBD: <11,3>; 
JBG: <11,6>; 
JBF: <11,5>; 
JBI: <11,8>; 
JBH: <11,7>; 
JBK: <11,10>; 
JBJ: <11,9>; 
JBM: <11,2>; 
JBL: <11,1>; 
JBO: <11,4>; 
JBN: <11,3>; 
JBQ: <11,6>; 
JBP: <11,5>; 
JBS: <11,8>; 
JBR: <11,7>; 
JBU: <11,10>; 
JBT: <11,9>; 
JBW: <11,2>; 
JBV: <11,1>; 
JBY: <11,4>; 
JBX: <11,3>; 
JCB: <11,6>; 
JCA: <11,5>; 
JCD: <11,8>; 
JCC: <11,7>; 
JCF: <11,10>; 
JCE: <11,9>; 
JCH: <11,2>; 
JCG: <11,1>; 
JCJ: <11,4>; 
JCI: <11,3>; 
JCL: <11,6>; 
JCK: <11,5>; 
JCN: <11,8>; 
JCM: <11,7>; 
JCP: <11,10>; 
JCO: <11,9>; 
JCR: <11,2>; 
JCQ: <11,1>; 
JCT: <11,4>; 
JCS: <11,3>; 
JCV: <11,6>; 
JCU: <11,5>; 
JCX: <11,8>; 
JCW: <11,7>; 
JCY: <11,9>; 
JDA: <11,10>; 
JDC: <11,2>; 
JDB: <11,1>; 
JDE: <11,4>; 
JDD: <11,3>; 
JDG: <11,6>; 
JDF: <11,5>; 
JDI: <11,8>; 
JDH: <11,7>; 
JDK: <11,10>; 
JDJ: <11,9>; 
JDM: <11,2>; 
JDL: <11,1>; 
JDO: <11,4>; 
JDN: <11,3>; 
JDQ: <11,6>; 
JDP: <11,5>; 
JDS: <11,8>; 
JDR: <11,7>; 
JDU: <11,10>; 
JDT: <11,9>; 
JDW: <11,2>; 
JDV: <11,1>; 
JDY: <11,4>; 
JDX: <11,3>; 
JEB: <11,6>; 
JEA: <11,5>; 
JED: <11,8>; 
JEC: <11,7>; 
JEF: <11,10>; 
JEE: <11,9>; 
JEH: <11,2>; 
JEG: <11,1>; 
JEJ: <11,4>; 
JEI: <11,3>; 
JEL: <11,6>; 
JEK: <11,5>; 
JEN: <11,8>; 
JEM: <11,7>; 
JEP: <11,10>; 
JEO: <11,9>; 
JER: <11,2>; 
JEQ: <11,1>; 
JET: <11,4>; 
JES: <11,3>; 
JEV: <11,6>; 
JEU: <11,5>; 
JEX: <11,8>; 
JEW: <11,7>; 
JEY: <11,9>; 
JFA: <11,10>; 
JFC: <11,2>; 
JFB: <11,1>; 
JFE: <11,4>; 
JFD: <11,3>; 
JFG: <11,6>; 
JFF: <11,5>; 
JFI: <11,8>; 
JFH: <11,7>; 
JFK: <11,10>; 
JFJ: <11,9>; 
JFM: <11,2>; 
JFL: <11,1>; 
JFO: <11,4>; 
JFN: <11,3>; 
JFQ: <11,6>; 
JFP: <11,5>; 
JFS: <11,8>; 
JFR: <11,7>; 
JFU: <11,10>; 
JFT: <11,9>; 
JFW: <11,2>; 
JFV: <11,1>; 
JFY: <11,4>; 
JFX: <11,3>; 
JGB: <11,6>; 
JGA: <11,5>; 
JGD: <11,8>; 
JGC: <11,7>; 
JGF: <11,10>; 
JGE: <11,9>; 
JGH: <11,2>; 
JGG: <11,1>; 
JGJ: <11,4>; 
JGI: <11,3>; 
JGL: <11,6>; 
JGK: <11,5>; 
JGN: <11,8>; 
JGM: <11,7>; 
JGP: <11,10>; 
JGO: <11,9>; 
JGR: <11,2>; 
JGQ: <11,1>; 
JGT: <11,4>; 
JGS: <11,3>; 
JGV: <11,6>; 
JGU: <11,5>; 
JGX: <11,8>; 
JGW: <11,7>; 
JGY: <11,9>; 
JHA: <11,10>; 
JHC: <11,2>; 
JHB: <11,1>; 
JHE: <11,4>; 
JHD: <11,3>; 
JHG: <11,6>; 
JHF: <11,5>; 
JHI: <11,8>; 
JHH: <11,7>; 
JHK: <11,10>; 
JHJ: <11,9>; 
JHM: <11,2>; 
JHL: <11,1>; 
JHO: <11,4>; 
JHN: <11,3>; 
JHQ: <11,6>; 
JHP: <11,5>; 
JHS: <11,8>; 
JHR: <11,7>; 
JHU: <11,10>; 
JHT: <11,9>; 
JHW: <11,2>; 
JHV: <11,1>; 
JHY: <11,4>; 
JHX: <11,3>; 
JIB: <11,6>; 
JIA: <11,5>; 
JID: <11,8>; 
JIC: <11,7>; 
JIF: <11,10>; 
JIE: <11,9>; 
JIH: <11,2>; 
JIG: <11,1>; 
JIJ: <11,4>; 
JII: <11,3>; 
JIL: <11,6>; 
JIK: <11,5>; 
JIN: <11,8>; 
JIM: <11,7>; 
JIP: <11,10>; 
JIO: <11,9>; 
JIR: <11,2>; 
JIQ: <11,1>; 
JIT: <11,4>; 
JIS: <11,3>; 
JIV: <11,6>; 
JIU: <11,5>; 
JIX: <11,8>; 
JIW: <11,7>; 
JIY: <11,9>; 
JJA: <11,10>; 
JJC: <11,2>; 
JJB: <11,1>; 
JJE: <11,4>; 
JJD: <11,3>; 
JJG: <11,6>; 
JJF: <11,5>; 
JJI: <11,8>; 
JJH: <11,7>; 
JJK: <11,10>; 
JJJ: <11,9>; 
JJM: <11,2>; 
JJL: <11,1>; 
JJO: <11,4>; 
JJN: <11,3>; 
JJQ: <11,6>; 
JJP: <11,5>; 
JJS: <11,8>; 
JJR: <11,7>; 
JJU: <11,10>; 
JJT: <11,9>; 
JJW: <11,2>; 
JJV: <11,1>; 
JJY: <11,4>; 
JJX: <11,3>; 
JKB: <11,6>; 
JKA: <11,5>; 
JKD: <11,8>; 
JKC: <11,7>; 
JKF: <11,10>; 
JKE: <11,9>; 
JKH: <11,2>; 
JKG: <11,1>; 
JKJ: <11,4>; 
JKI: <11,3>; 
JKL: <11,6>; 
JKK: <11,5>; 
JKN: <11,8>; 
JKM: <11,7>; 
JKP: <11,10>; 
JKO: <11,9>; 
JKR: <11,2>; 
JKQ: <11,1>; 
JKT: <11,4>; 
JKS: <11,3>; 
JKV: <11,6>; 
JKU: <11,5>; 
JKX: <11,8>; 
JKW: <11,7>; 
JKY: <11,9>; 
JLA: <11,10>; 
JLC: <11,2>; 
JLB: <11,1>; 
JLE: <11,4>; 
JLD: <11,3>; 
JLG: <11,6>; 
JLF: <11,5>; 
JLI: <11,8>; 
JLH: <11,7>; 
JLK: <11,10>; 
JLJ: <11,9>; 
JLM: <11,2>; 
JLL: <11,1>; 
JLO: <11,4>; 
JLN: <11,3>; 
JLQ: <11,6>; 
JLP: <11,5>; 
JLS: <11,8>; 
JLR: <11,7>; 
JLU: <11,10>; 
JLT: <11,9>; 
JLW: <11,2>; 
JLV: <11,1>; 
JLY: <11,4>; 
JLX: <11,3>; 
JMB: <11,6>; 
JMA: <11,5>; 
JMD: <11,8>; 
JMC: <11,7>; 
JMF: <11,10>; 
JME: <11,9>; 
JMH: <11,2>; 
JMG: <11,1>; 
JMJ: <11,4>; 
JMI: <11,3>; 
JML: <11,6>; 
JMK: <11,5>; 
JMN: <11,8>; 
JMM: <11,7>; 
JMP: <11,10>; 
JMO: <11,9>; 
JMR: <11,2>; 
JMQ: <11,1>; 
JMT: <11,4>; 
JMS: <11,3>; 
JMV: <11,6>; 
JMU: <11,5>; 
JMX: <11,8>; 
JMW: <11,7>; 
JMY: <11,9>; 
JNA: <11,10>; 
JNC: <11,2>; 
JNB: <11,1>; 
JNE: <11,4>; 
JND: <11,3>; 
JNG: <11,6>; 
JNF: <11,5>; 
JNI: <11,8>; 
JNH: <11,7>; 
JNK: <11,10>; 
JNJ: <11,9>; 
JNM: <11,2>; 
JNL: <11,1>; 
JNO: <11,4>; 
JNN: <11,3>; 
JNQ: <11,6>; 
JNP: <11,5>; 
JNS: <11,8>; 
JNR: <11,7>; 
JNU: <11,10>; 
JNT: <11,9>; 
JNW: <11,2>; 
JNV: <11,1>; 
JNY: <11,4>; 
JNX: <11,3>; 
JOB: <11,6>; 
JOA: <11,5>; 
JOD: <11,8>; 
JOC: <11,7>; 
JOF: <11,10>; 
JOE: <11,9>; 
JOH: <11,2>; 
JOG: <11,1>; 
JOJ: <11,4>; 
JOI: <11,3>; 
JOL: <11,6>; 
JOK: <11,5>; 
JON: <11,8>; 
JOM: <11,7>; 
JOP: <11,10>; 
JOO: <11,9>; 
JOR: <11,2>; 
JOQ: <11,1>; 
JOT: <11,4>; 
JOS: <11,3>; 
JOV: <11,6>; 
JOU: <11,5>; 
JOX: <11,8>; 
JOW: <11,7>; 
JOY: <11,9>; 
JPA: <11,10>; 
JPC: <12,2>; 
JPB: <12,1>; 
JPE: <12,4>; 
JPD: <12,3>; 
JPG: <12,6>; 
JPF: <12,5>; 
JPI: <12,8>; 
JPH: <12,7>; 
JPK: <12,10>; 
JPJ: <12,9>; 
JPM: <12,2>; 
JPL: <12,1>; 
JPO: <12,4>; 
JPN: <12,3>; 
JPQ: <12,6>; 
JPP: <12,5>; 
JPS: <12,8>; 
JPR: <12,7>; 
JPU: <12,10>; 
JPT: <12,9>; 
JPW: <12,2>; 
JPV: <12,1>; 
JPY: <12,4>; 
JPX: <12,3>; 
JQB: <12,6>; 
JQA: <12,5>; 
JQD: <12,8>; 
JQC: <12,7>; 
JQF: <12,10>; 
JQE: <12,9>; 
JQH: <12,2>; 
JQG: <12,1>; 
JQJ: <12,4>; 
JQI: <12,3>; 
JQL: <12,6>; 
JQK: <12,5>; 
JQN: <12,8>; 
JQM: <12,7>; 
JQP: <12,10>; 
JQO: <12,9>; 
JQR: <12,2>; 
JQQ: <12,1>; 
JQT: <12,4>; 
JQS: <12,3>; 
JQV: <12,6>; 
JQU: <12,5>; 
JQX: <12,8>; 
JQW: <12,7>; 
JQY: <12,9>; 
JRA: <12,10>; 
JRC: <12,2>; 
JRB: <12,1>; 
JRE: <12,4>; 
JRD: <12,3>; 
JRG: <12,6>; 
JRF: <12,5>; 
JRI: <12,8>; 
JRH: <12,7>; 
JRK: <12,10>; 
JRJ: <12,9>; 
JRM: <12,2>; 
JRL: <12,1>; 
JRO: <12,4>; 
JRN: <12,3>; 
JRQ: <12,6>; 
JRP: <12,5>; 
JRS: <12,8>; 
JRR: <12,7>; 
JRU: <12,10>; 
JRT: <12,9>; 
JRW: <12,2>; 
JRV: <12,1>; 
JRY: <12,4>; 
JRX: <12,3>; 
JSB: <12,6>; 
JSA: <12,5>; 
JSD: <12,8>; 
JSC: <12,7>; 
JSF: <12,10>; 
JSE: <12,9>; 
JSH: <12,2>; 
JSG: <12,1>; 
JSJ: <12,4>; 
JSI: <12,3>; 
JSL: <12,6>; 
JSK: <12,5>; 
JSN: <12,8>; 
JSM: <12,7>; 
JSP: <12,10>; 
JSO: <12,9>; 
JSR: <12,2>; 
JSQ: <12,1>; 
JST: <12,4>; 
JSS: <12,3>; 
JSV: <12,6>; 
JSU: <12,5>; 
JSX: <12,8>; 
JSW: <12,7>; 
JSY: <12,9>; 
JTA: <12,10>; 
JTC: <12,2>; 
JTB: <12,1>; 
JTE: <12,4>; 
JTD: <12,3>; 
JTG: <12,6>; 
JTF: <12,5>; 
JTI: <12,8>; 
JTH: <12,7>; 
JTK: <12,10>; 
JTJ: <12,9>; 
JTM: <12,2>; 
JTL: <12,1>; 
JTO: <12,4>; 
JTN: <12,3>; 
JTQ: <12,6>; 
JTP: <12,5>; 
JTS: <12,8>; 
JTR: <12,7>; 
JTU: <12,10>; 
JTT: <12,9>; 
JTW: <12,2>; 
JTV: <12,1>; 
JTY: <12,4>; 
JTX: <12,3>; 
JUB: <12,6>; 
JUA: <12,5>; 
JUD: <12,8>; 
JUC: <12,7>; 
JUF: <12,10>; 
JUE: <12,9>; 
JUH: <12,2>; 
JUG: <12,1>; 
JUJ: <12,4>; 
JUI: <12,3>; 
JUL: <12,6>; 
JUK: <12,5>; 
JUN: <12,8>; 
JUM: <12,7>; 
JUP: <12,10>; 
JUO: <12,9>; 
JUR: <12,2>; 
JUQ: <12,1>; 
JUT: <12,4>; 
JUS: <12,3>; 
JUV: <12,6>; 
JUU: <12,5>; 
JUX: <12,8>; 
JUW: <12,7>; 
JUY: <12,9>; 
JVA: <12,10>; 
JVC: <12,2>; 
JVB: <12,1>; 
JVE: <12,4>; 
JVD: <12,3>; 
JVG: <12,6>; 
JVF: <12,5>; 
JVI: <12,8>; 
JVH: <12,7>; 
JVK: <12,10>; 
JVJ: <12,9>; 
JVM: <12,2>; 
JVL: <12,1>; 
JVO: <12,4>; 
JVN: <12,3>; 
JVQ: <12,6>; 
JVP: <12,5>; 
JVS: <12,8>; 
JVR: <12,7>; 
JVU: <12,10>; 
JVT: <12,9>; 
JVW: <12,2>; 
JVV: <12,1>; 
JVY: <12,4>; 
JVX: <12,3>; 
JWB: <12,6>; 
JWA: <12,5>; 
JWD: <12,8>; 
JWC: <12,7>; 
JWF: <12,10>; 
JWE: <12,9>; 
JWH: <12,2>; 
JWG: <12,1>; 
JWJ: <12,4>; 
JWI: <12,3>; 
JWL: <12,6>; 
JWK: <12,5>; 
JWN: <12,8>; 
JWM: <12,7>; 
JWP: <12,10>; 
JWO: <12,9>; 
JWR: <12,2>; 
JWQ: <12,1>; 
JWT: <12,4>; 
JWS: <12,3>; 
JWV: <12,6>; 
JWU: <12,5>; 
JWX: <12,8>; 
JWW: <12,7>; 
JWY: <12,9>; 
JXA: <12,10>; 
JXC: <12,2>; 
JXB: <12,1>; 
JXE: <12,4>; 
JXD: <12,3>; 
JXG: <12,6>; 
JXF: <12,5>; 
JXI: <12,8>; 
JXH: <12,7>; 
JXK: <12,10>; 
JXJ: <12,9>; 
JXM: <12,2>; 
JXL: <12,1>; 
JXO: <12,4>; 
JXN: <12,3>; 
JXQ: <12,6>; 
JXP: <12,5>; 
JXS: <12,8>; 
JXR: <12,7>; 
JXU: <12,10>; 
JXT: <12,9>; 
JXW: <12,2>; 
JXV: <12,1>; 
JXY: <12,4>; 
JXX: <12,3>; 
JYB: <12,6>; 
JYA: <12,5>; 
JYD: <12,8>; 
JYC: <12,7>; 
JYF: <12,10>; 
JYE: <12,9>; 
JYH: <12,2>; 
JYG: <12,1>; 
JYJ: <12,4>; 
JYI: <12,3>; 
JYL: <12,6>; 
JYK: <12,5>; 
JYN: <12,8>; 
JYM: <12,7>; 
JYP: <12,10>; 
JYO: <12,9>; 
JYR: <12,2>; 
JYQ: <12,1>; 
JYT: <12,4>; 
JYS: <12,3>; 
JYV: <12,6>; 
JYU: <12,5>; 
JYX: <12,8>; 
JYW: <12,7>; 
JYY: <12,9>; 
KAA: <12,10>; 
KAC: <12,2>; 
KAB: <12,1>; 
KAE: <12,4>; 
KAD: <12,3>; 
KAG: <12,6>; 
KAF: <12,5>; 
KAI: <12,8>; 
KAH: <12,7>; 
KAK: <12,10>; 
KAJ: <12,9>; 
KAM: <12,2>; 
KAL: <12,1>; 
KAO: <12,4>; 
KAN: <12,3>; 
KAQ: <12,6>; 
KAP: <12,5>; 
KAS: <12,8>; 
KAR: <12,7>; 
KAU: <12,10>; 
KAT: <12,9>; 
KAW: <12,2>; 
KAV: <12,1>; 
KAY: <12,4>; 
KAX: <12,3>; 
KBB: <12,6>; 
KBA: <12,5>; 
KBD: <12,8>; 
KBC: <12,7>; 
KBF: <12,10>; 
KBE: <12,9>; 
KBH: <12,2>; 
KBG: <12,1>; 
KBJ: <12,4>; 
KBI: <12,3>; 
KBL: <12,6>; 
KBK: <12,5>; 
KBN: <12,8>; 
KBM: <12,7>; 
KBP: <12,10>; 
KBO: <12,9>; 
KBR: <12,2>; 
KBQ: <12,1>; 
KBT: <12,4>; 
KBS: <12,3>; 
KBV: <12,6>; 
KBU: <12,5>; 
KBX: <12,8>; 
KBW: <12,7>; 
KBY: <12,9>; 
KCA: <12,10>; 
KCC: <12,2>; 
KCB: <12,1>; 
KCE: <12,4>; 
KCD: <12,3>; 
KCG: <12,6>; 
KCF: <12,5>; 
KCI: <12,8>; 
KCH: <12,7>; 
KCK: <12,10>; 
KCJ: <12,9>; 
KCM: <12,2>; 
KCL: <12,1>; 
KCO: <12,4>; 
KCN: <12,3>; 
KCQ: <12,6>; 
KCP: <12,5>; 
KCS: <12,8>; 
KCR: <12,7>; 
KCU: <12,10>; 
KCT: <12,9>; 
KCW: <12,2>; 
KCV: <12,1>; 
KCY: <12,4>; 
KCX: <12,3>; 
KDB: <12,6>; 
KDA: <12,5>; 
KDD: <12,8>; 
KDC: <12,7>; 
KDF: <12,10>; 
KDE: <12,9>; 
KDH: <12,2>; 
KDG: <12,1>; 
KDJ: <12,4>; 
KDI: <12,3>; 
KDL: <12,6>; 
KDK: <12,5>; 
KDN: <12,8>; 
KDM: <12,7>; 
KDP: <12,10>; 
KDO: <12,9>; 
KDR: <12,2>; 
KDQ: <12,1>; 
KDT: <12,4>; 
KDS: <12,3>; 
KDV: <12,6>; 
KDU: <12,5>; 
KDX: <12,8>; 
KDW: <12,7>; 
KDY: <12,9>; 
KEA: <12,10>; 
KEC: <12,2>; 
KEB: <12,1>; 
KEE: <12,4>; 
KED: <12,3>; 
KEG: <12,6>; 
KEF: <12,5>; 
KEI: <12,8>; 
KEH: <12,7>; 
KEK: <12,10>; 
KEJ: <12,9>; 
KEM: <12,2>; 
KEL: <12,1>; 
KEO: <12,4>; 
KEN: <12,3>; 
KEQ: <12,6>; 
KEP: <12,5>; 
KES: <12,8>; 
KER: <12,7>; 
KEU: <12,10>; 
KET: <12,9>; 
KEW: <12,2>; 
KEV: <12,1>; 
KEY: <12,4>; 
KEX: <12,3>; 
KFB: <12,6>; 
KFA: <12,5>; 
KFD: <12,8>; 
KFC: <12,7>; 
KFF: <12,10>; 
KFE: <12,9>; 
KFH: <12,2>; 
KFG: <12,1>; 
KFJ: <12,4>; 
KFI: <12,3>; 
KFL: <12,6>; 
KFK: <12,5>; 
KFN: <12,8>; 
KFM: <12,7>; 
KFP: <12,10>; 
KFO: <12,9>; 
KFR: <12,2>; 
KFQ: <12,1>; 
KFT: <12,4>; 
KFS: <12,3>; 
KFV: <12,6>; 
KFU: <12,5>; 
KFX: <12,8>; 
KFW: <12,7>; 
KFY: <12,9>; 
KGA: <12,10>; 
KGC: <12,2>; 
KGB: <12,1>; 
KGE: <12,4>; 
KGD: <12,3>; 
KGG: <12,6>; 
KGF: <12,5>; 
KGI: <12,8>; 
KGH: <12,7>; 
KGK: <12,10>; 
KGJ: <12,9>; 
KGM: <12,2>; 
KGL: <12,1>; 
KGO: <12,4>; 
KGN: <12,3>; 
KGQ: <12,6>; 
KGP: <12,5>; 
KGS: <12,8>; 
KGR: <12,7>; 
KGU: <12,10>; 
KGT: <12,9>; 
KGW: <12,2>; 
KGV: <12,1>; 
KGY: <12,4>; 
KGX: <12,3>; 
KHB: <12,6>; 
KHA: <12,5>; 
KHD: <12,8>; 
KHC: <12,7>; 
KHF: <12,10>; 
KHE: <12,9>; 
KHH: <12,2>; 
KHG: <12,1>; 
KHJ: <12,4>; 
KHI: <12,3>; 
KHL: <12,6>; 
KHK: <12,5>; 
KHN: <12,8>; 
KHM: <12,7>; 
KHP: <12,10>; 
KHO: <12,9>; 
KHR: <12,2>; 
KHQ: <12,1>; 
KHT: <12,4>; 
KHS: <12,3>; 
KHV: <12,6>; 
KHU: <12,5>; 
KHX: <12,8>; 
KHW: <12,7>; 
